0,A3,9,m
0.5,E3,9,m
1,A4 C4,9,m
1.5,A4 B3,9,m
1.75,A4 A3,9,m
2,A4 B3,9,m
2.5,A4 E3,9,m
3,G#4 D4,9,m
3.5,G#4 C4,9,m
3.75,G#4 B3,9,m
4,A4 C4,9,m
4.25,B4 C4,9,m
4.5,C5 A2,9,m
4.75,D5 A2,9,m
5,E5,9,m
5.5,A5 C#4,9,m
6,F5 D4,9,m
6.5,D5 B3,9,m
6.75,D5 A3,9,m
7,G5 G3,9,m
7.25,A5 G3,9,m
7.5,F5 B3,9,m
7.75,G5 B3,9,m
8,E5 C4,9,m
8.5,C5 A3,9,m
8.75,C5 G3,9,m
9,F3,9,m
9.5,F5 A3,9,m
10,D5 B3,9,m
10.5,B4 G#3,9,m
10.75,B4 F#3,9,m
11,E5 E3,9,m
11.25,F5 E3,9,m
11.5,D5 G#3,9,m
11.75,E5 G#3,9,m
12,C5 A3,9,m
12.25,A4 A3,0,M
12.5,E5 G3,0,M
13,E5 F3,0,M
13.125,E5 G3,4,m
13.25,E5 F3,4,m
13.375,E5 G3,4,m
13.5,E-5 F3,4,m
13.625,E-5 G3,4,m
13.75,E-5 F3,4,m
14,E5 E3,4,m
14.5,B4 E3,4,m
15,G5 E3,4,m
15.5,F#5 E3,4,m
15.75,E5 E3,4,m
16,F#5 E3,4,m
16.5,B4 E3,4,m
17,A5 E-3,4,m
17.5,G5 E-3,4,m
17.75,F#5 E-3,4,m
18,G5 E3,4,m
18.25,G5 F#3,4,m
18.5,E4 G3,4,m
18.75,E4 A3,4,m
19,B3,4,m
19.5,G#5 E4,4,m
20,A5 C4,4,m
20.5,F#5 A3,4,m
20.75,E5 A3,4,m
21,D5 D4,4,m
21.25,D5 E4,4,m
21.5,F#5 C4,4,m
21.75,F#5 D4,4,m
22,G5 B3,4,m
22.5,E5 G3,4,m
22.75,D5 G3,4,m
23,C5,4,m
23.5,E5 C4,4,m
24,F#5 A3,4,m
24.5,E-5 F#3,4,m
24.75,C#5 F#3,4,m
25,B4 B3,4,m
25.25,B4 C4,4,m
25.5,E-5 A3,4,m
25.75,E-5 B3,4,m
26,E5 G#3,4,m
26.25,E5 E3,0,M
26.5,C5 A3,0,M
27,B4 A3,0,M
27.5,E5 G#3,0,M
28,C#5 G3,0,M
28.25,A4 G3,0,M
28.5,D5 F3,0,M
29,D5 E3,0,M
29.5,C#5 A3,0,M
30,C5 F#3,0,M
30.25,C5 D3,0,M
30.5,B4 G3,0,M
31,A4 G3,0,M
31.5,D5 F#3,0,M
32,B4 F3,0,M
32.25,G4 F3,0,M
32.5,C5 E3,0,M
33,C5 D3,0,M
33.5,B4 G3,0,M
34,E5 C3,0,M
34.5,E5 G2,0,M
34.75,D5 G2,0,M
35,C5 E3,0,M
35.5,C5 D3,0,M
35.75,C5 C3,0,M
36,C5 D3,0,M
36.5,C5 G2,0,M
37,B4 F3,0,M
37.5,B4 E3,0,M
37.75,B4 D3,0,M
38,C5 E3,0,M
38.5,G4 E3,0,M
39,E5 C4,0,M
39.5,D5 C4,0,M
39.75,C5 C4,0,M
40,D5 C4,0,M
40.5,G4 C4,2,m
41,F5 B3,2,m
41.5,E5 B3,2,m
41.75,D5 B3,2,m
42,E5 C4,2,m
42.5,G5 C4,2,m
42.75,F5 C4,2,m
43,E5 C3,2,m
43.25,F5 C3,2,m
43.5,D5 B-2,2,m
43.75,E5 B-2,2,m
44,C#5 A2,2,m
44.5,E5 A2,2,m
44.75,D5 A2,2,m
45,C#5,2,m
45.25,B-4,2,m
45.5,A4 C#3,2,m
45.75,G4 C#3,2,m
46,F4 D3,2,m
46.5,F4 A2,2,m
47,D5 F3,2,m
47.5,D5 E3,2,m
47.75,D5 D3,2,m
48,D5 E3,2,m
48.5,D5 A2,2,m
49,C#5 G3,2,m
49.5,C#5 F3,2,m
49.75,C#5 E3,2,m
50,D5 F3,2,m
50.5,A4 F3,2,m
51,F5 D4,2,m
51.5,E5 D4,2,m
51.75,D5 D4,2,m
52,E5 D4,2,m
52.5,A4 D4,2,m
53,G5 C#4,2,m
53.5,F5 C#4,2,m
53.75,E5 C#4,2,m
54,F5 D4,2,m
54.5,A5 D4,4,m
54.75,G5 D4,4,m
55,F5 D3,4,m
55.25,G5 D3,4,m
55.5,E5 C3,4,m
55.75,F5 C3,4,m
56,E-5 B2,4,m
56.5,F#5 B2,4,m
56.75,E5 B2,4,m
57,E-5,4,m
57.25,C5,4,m
57.5,B4 E-3,4,m
57.75,A4 E-3,4,m
58,G4 E3,4,m
58.5,G4 B2,4,m
59,E4 G3,4,m
59.5,E4 F#3,4,m
59.75,E4 E3,4,m
60,E4 F#3,4,m
60.5,E4 B2,4,m
61,E-4 A3,4,m
61.5,E-4 G3,4,m
61.75,E-4 F#3,4,m
62,E4 G3,4,m
62.25,F#4 G3,4,m
62.5,G4 E2,4,m
62.75,A4 E2,4,m
63,B4,4,m
63.5,E5 G#3,4,m
