4.0,G5,7,m
4.5,G3 G5,7,m
4.875,G5,7,m
5.0,B-3 G5,7,m
5.375,B-3 G5,7,m
5.5,B-3 G3 G5,7,m
5.625,B-3 G3,7,m
5.75,G3,7,m
6.0,C4 A5,7,m
6.375,C4 A5,7,m
6.5,C4 A3 A5,7,m
6.75,A5 A3,7,m
6.875,A5,7,m
7.0,D4 F#5 A5,7,m
7.375,A5 D4 F#5,7,m
7.5,A5 D4 D3 F#5,7,m
7.625,D4 D3 F#5,7,m
7.75,D3,7,m
8.0,B-5 G3 G5,7,m
8.375,B-5 G5,7,m
8.5,G5 B-5 G2 B-3,7,m
8.75,G5 G2 B-3,7,m
8.875,G5,7,m
9.0,B-4 D5 G5 A2 D4,7,m
9.375,B-4 D5 G5,7,m
9.5,G5 B-4 D5 B-3 G2,7,m
9.625,G5 B-4 D5 B-3 G2,7,m
9.75,G5 B-3 G2,7,m
9.875,G5,7,m
10.0,E-5 G5 C3 E-4 A5,7,m
10.375,G5 E-5 A5,7,m
10.5,G5 E-5 A2 C4 A5,7,m
10.75,A2 C4 A5,7,m
10.875,A5,7,m
11.0,D5 F#5 D4 D3 A5,7,m
11.375,D5 A5 F#5 D4,7,m
11.5,D5 D2 F#5 D4 A5,7,m
11.625,D5 F#5 D4 D2,7,m
11.75,D2,7,m
12.0,D5 G5 B-5 G2 D4,7,m
12.375,D5 G5 B-5 G2 D4,7,m
12.5,D5 B-3 B-5 G5 G2 D4,7,m
12.75,B-5 B-3,7,m
12.875,B-5,7,m
13.0,D4 B-5,7,m
13.375,B-5 D4,7,m
13.5,B-5 D4 B-3,7,m
13.75,B-5 B-3,7,m
13.875,B-5,7,m
14.0,E-4 B-5 C6,7,m
14.375,B-5 E-4 C6,7,m
14.5,B-5 E-4 C4 C6,7,m
14.75,C6 C4,7,m
14.875,C6,7,m
15.0,F4 A5 C6,7,m
15.375,F4 C6 A5,10,M
15.5,F4 F3 A5,10,M
15.75,F3,10,M
16.0,D5 D6 B-3 B-5,10,M
16.375,D5 D6 B-5,10,M
16.5,D5 B-5 D6 B-2 D4,10,M
16.75,B-5 B-2 D4,10,M
16.875,B-5,10,M
17.0,B-4 D5 B-5 D3 F4,10,M
17.375,B-4 D5 B-5,10,M
17.5,B-4 D5 D4 B-2 B-5,10,M
17.625,B-4 D5 D4 B-2,10,M
17.75,D4 B-2,10,M
18.0,C5 E-3 G4 C6,10,M
18.375,C5 C6,10,M
18.5,C5 C3 E-4 C6,10,M
18.875,C5 C6,10,M
19.0,C5 A5 F4 F3 C6,10,M
19.375,C5 C6 A5 F4,10,M
19.5,C5 F2 A5 F4 C6,10,M
19.625,A5 F4 F2,10,M
19.75,F2,10,M
20.0,D5 B-5 D6 B-2 F4,10,M
20.375,D5 B-5 D6 B-2 F4,7,m
20.5,D5 A3 B-5 D6 B-2 F4,7,m
20.75,A3,7,m
21.0,D3 B-5 D6 D4,7,m
21.375,D3 B-5 D6,7,m
21.5,D3 B-5 D6,7,m
21.75,B-5 D3,7,m
21.875,B-5,7,m
22.0,E3 C6 B-5,7,m
22.375,B-5 E3 C6,7,m
22.5,B-5 E3 C4 C6,7,m
22.75,C4 C6,7,m
22.875,C6,7,m
23.0,F#3 A5 C6,7,m
23.375,F#3 A5 C6,7,m
23.5,F#3 D4 A5,7,m
23.75,A5 D4,7,m
23.875,A5,7,m
24.0,B-5 G3 A5,7,m
24.375,A5 B-5,7,m
24.5,A3 A5 B-5,7,m
24.75,B-5 A3,7,m
24.875,B-5,7,m
25.0,G5 B-3 B-5,7,m
25.375,G5 B-5,7,m
25.5,C4 G5,7,m
25.875,G5,7,m
26.0,D4 A5 G5,7,m
26.375,G5 D4 A5,7,m
26.5,G5 D4 C4 A5,7,m
26.75,D4 C4,7,m
26.875,D4,7,m
27.0,D4 F#5 D5,7,m
27.25,D4 F#5 D5,7,m
27.375,D5 F#5,7,m
27.5,D5 D3 F#5,7,m
27.75,D5 D3,7,m
27.875,D5,7,m
28.0,D5 G4 G5 E-3,7,m
28.375,D5 G4 G5,7,m
28.5,G4 D3 G5,7,m
28.833333333333332,G4 G5 D3,7,m
28.875,G4 G5,7,m
29.0,G5 C5 E-3,7,m
29.25,G5 C5 E-3,7,m
29.375,G5 C5,7,m
29.5,G5 E-5 A5 C3 C5,7,m
29.625,A5 C5 E-5 C3,7,m
29.875,A5 C5,7,m
