4,E4 G5 B5 E5,"[0, 3, 7]_0",0.776751607665159
4.25,E4 G5 B5 E5,"[0, 3, 7]_0",0.776751607665159
4.5,E4 G5 B5 E5,"[0, 3, 7]_0",0.776751607665159
4.75,E4 G5 B5 E5,"[0, 3, 7]_0",0.776751607665159
5,E4 G5 B5 E5,"[0, 3, 7]_0",0.776751607665159
5.5,E4,[0]_0,0.776751607665159
8,G4,[3]_3,0.776751607665159
10,B4,[7]_7,0.776751607665159
12,D4 F#5 B5 B4 D5,"[7, 10, 2]_10",0.776751607665159
12.25,D4 F#5 B5 B4 D5,"[4, 7, 11]_7",0.7963234628877798
12.5,D4 F#5 B5 B4 D5,"[4, 7, 11]_7",0.7963234628877798
12.75,D4 F#5 B5 B4 D5,"[4, 7, 11]_7",0.7963234628877798
13,D4 F#5 B5 B4 D5,"[4, 7, 11]_7",0.7963234628877798
13.5,D4,[7]_7,0.7963234628877798
16,F#4,[11]_11,0.7963234628877798
18,B4,[4]_4,0.7963234628877798
20,C4 E5 G5 G4 C5 E4,"[5, 9, 0]_5",0.7963234628877798
20.25,C4 E5 G5 G4 C5 E4,"[5, 9, 0]_5",0.7963234628877798
20.5,C4 E5 G5 G4 C5 E4,"[5, 9, 0]_5",0.7963234628877798
20.75,C4 E5 G5 G4 C5 E4,"[5, 9, 0]_5",0.7963234628877798
21,C4 E5 G5 G4 C5 E4,"[5, 9, 0]_5",0.7963234628877798
21.5,C4,[8]_8,0.5425118878349674
24,F#3 E5 A5 A4 C5 E4,"[0, 2, 5, 8]_2",0.5425118878349674
24.25,F#3 E5 A5 A4 C5 E4,"[0, 2, 5, 8]_2",0.5425118878349674
24.5,F#3 E5 A5 A4 C5 E4,"[0, 2, 5, 8]_2",0.5425118878349674
24.75,F#3 E5 A5 A4 C5 E4,"[0, 2, 5, 8]_2",0.5425118878349674
25,F#3 E5 A5 A4 C5 E4,"[0, 2, 5, 8]_2",0.5425118878349674
25.5,F#3,[2]_2,0.5425118878349674
28,B3 E-5 F#5 F#4 B4 E-4,"[7, 11, 2]_7",0.5204595054711715
28.5,B3,[7]_7,0.5204595054711715
30,B3 E-5 B5 F#4 B4 E-4,?,0.0
30.5,B3,?,0.0
