4,G4,7,m
5,D5,7,m
6,B-4,7,m
7.5,A4,7,m
8,G4,7,m
8.5,B-4,7,m
9,A4,7,m
9.5,G4,7,m
10,F#4,7,m
10.5,A4,7,m
11,D4,7,m
12,G4,7,m
12.5,D4,7,m
13,A4,7,m
13.5,D4,7,m
14,B-4,7,m
14.5,A4,7,m
14.75,G4,7,m
15,A4,7,m
15.5,D4,7,m
16,G4,7,m
16.5,D4,7,m
16.75,G4,7,m
17,A4,7,m
17.5,D4,2,m
17.75,A4,2,m
18,B-4,2,m
18.5,A4,2,m
18.75,G4,2,m
19,A4,2,m
19.25,D4,2,m
19.5,D5,2,m
19.75,C5,2,m
20,B-4,2,m
20.25,A4,2,m
20.5,G4,2,m
20.75,B-4,2,m
21,A4,2,m
21.25,G4,2,m
21.5,F#4,2,m
21.75,A4,2,m
22,G4,2,m
22.25,D4,2,m
22.5,G4,2,m
22.75,A4,2,m
23,B-4,2,m
23.25,C5,2,m
23.5,D5,2,m
23.75,E5,2,m
24,F5 D4,2,m
24.25,E5 D4,2,m
24.5,D5 D4,2,m
24.75,F5 D4,2,m
25,E5 A4,2,m
25.25,D5 A4,2,m
25.5,C#5 A4,2,m
25.75,E5 A4,2,m
26,D5 F4,2,m
26.5,A4 F4,2,m
27,D5 F4,2,m
27.5,E5 E4,2,m
28,F5 D4,2,m
28.25,G5 D4,2,m
28.5,F5 F4,2,m
28.75,G5 F4,2,m
29,G5 E4,2,m
29.125,A5 E4,2,m
29.25,G5 E4,2,m
29.5,G5 D4,2,m
29.75,F5 D4,2,m
29.875,G5 D4,2,m
30,A5 C#4,2,m
30.25,G5 C#4,2,m
30.5,A5 E4,2,m
30.75,B-5 E4,2,m
31,A5 A3,2,m
31.25,G5 A3,2,m
31.5,F5 A3,2,m
31.75,E5 A3,2,m
32,F5 D4,2,m
32.25,A5 D4,2,m
32.5,G5 A3,2,m
32.75,A5 A3,2,m
33,C#5 E4,2,m
33.25,A5 E4,2,m
33.5,G5 A3,2,m
33.75,A5 A3,2,m
34,D5 F4,2,m
34.25,A5 F4,2,m
34.5,G5 E4,2,m
34.75,A5 D4,2,m
35,C#5 E4,2,m
35.25,A5 E4,2,m
35.5,G5 A3,2,m
35.75,A5 A3,2,m
36,F5 D4,2,m
36.25,D5 D4,2,m
36.5,C#5 A3,2,m
36.75,D5 D4,2,m
37,G5 E4,2,m
37.25,D5 E4,2,m
37.5,C#5 A3,2,m
37.75,D5 E4,2,m
38,A5 F4,2,m
38.25,D5 F4,2,m
38.5,C#5 E4,2,m
38.75,D5 D4,2,m
39,G5 E4,2,m
39.25,D5 A3,2,m
39.5,C#5 A4,2,m
39.75,D5 G4,2,m
40,A4 F4,2,m
40.25,A4 E4,2,m
40.5,F5 D4,2,m
40.75,F5 F4,2,m
41,G4 E4,2,m
41.25,G4 D4,2,m
41.5,E5 C#4,2,m
41.75,E5 E4,2,m
42,F4 D4,2,m
42.25,F4 A3,2,m
42.5,A4 D4,2,m
42.75,A4 E4,2,m
43,D5 F4,2,m
43.25,D5 G4,7,m
43.5,F5 A4,7,m
43.75,F5 B4,7,m
44,E-5 C5,7,m
44.25,E-5 B-4,7,m
44.5,A5 C5,7,m
44.75,A5 D5,7,m
45,C5,7,m
45.25,B-4,7,m
45.5,E-5 A4,7,m
45.75,E-5 C5,7,m
46,D5 B-4,7,m
46.25,D5 A4,7,m
46.5,G5 B-4,7,m
46.75,G5 C5,7,m
47,B-4,7,m
47.25,A4,7,m
47.5,D5 G4,7,m
47.75,D5 B-4,7,m
48,C5 A4,7,m
48.25,B-4 A4,7,m
48.5,C5 G4,7,m
48.75,D5 G4,7,m
49,C5 F#4,7,m
