0.0,C4 A4 E4 A2 A3,9,m
1.0,E3 C4 A4,9,m
1.5,E3,9,m
1.75,E4 E3,9,m
2.0,C4 C3,9,m
3.0,A3 A2,9,m
3.75,A3 A2,9,m
4.0,G#2 G#3,9,m
5.0,B3 F4 D3 G#3,9,m
8.0,D4 D3,5,M
9.0,B2 B3 D4,5,M
9.5,B2 B3,5,M
9.75,B3 B2,5,M
10.0,G#3 G#2,5,M
11.0,E3 E2,5,M
11.75,E3 E2,5,M
12.0,F2 F3,5,M
12.25,F3,5,M
13.0,F4 A4 F3 A3 C4,5,M
16.0,C4,5,M
17.0,F3 A3 C4,5,M
17.375,C4,5,M
17.75,D4,5,M
18.0,C4,5,M
19.0,E3 B-3 C4,5,M
19.375,C4,5,M
19.75,D4,5,M
20.0,C4,5,M
21.0,F3 A3 C4,5,M
21.375,C4,5,M
21.75,C4,5,M
22.0,C#4,5,M
23.0,F3 A3 C#4,5,M
23.375,C#4,9,m
23.75,C#4,9,m
24.0,D4,9,m
25.0,F3 A3 D4,9,m
25.375,D4,9,m
25.75,D4,9,m
26.0,E-4,9,m
27.0,F3 A3 E-4,9,m
27.375,E-4,9,m
27.75,E-4,9,m
28.0,E3 G#3 E4 E2,9,m
28.5,E2 E3 G#3 E4,9,m
29.0,E2,9,m
29.5,E2,9,m
30.0,E2,9,m
30.25,F4 E2,9,m
30.5,D4 E2,9,m
30.75,B3 E2,9,m
31.0,G#3 E2,9,m
31.25,F3 E2,9,m
31.5,E3 E2,9,m
31.75,D3 E2,9,m
32.0,C3 E3 A3 E2,9,m
32.5,E2 C3 E3 A3,9,m
33.0,E2,9,m
33.5,E2,9,m
34.0,E2,9,m
34.25,A4 E2,9,m
34.5,F#4 E2,9,m
34.75,E4 E2,9,m
35.0,E-4 E2,9,m
35.25,C4 E-4 E2,9,m
35.5,B3 E-4 E2,9,m
35.75,A3 E-4 E2,9,m
36.0,E3 G#3 E4 E2,9,m
36.5,E2 E3 G#3 E4,9,m
37.0,E2,9,m
37.5,E2,9,m
38.0,E2,9,m
38.25,D5 E2,9,m
38.5,B4 E2,9,m
38.75,G#4 E2,9,m
39.0,E4 E2,9,m
39.25,G#3 F4 E2,9,m
39.5,A3 E4 E2,9,m
39.75,B3 D4 E2,9,m
40.0,E3 A3 C4 E2,9,m
40.5,E2 E3 A3 C4,9,m
41.0,E2,9,m
41.5,E2,9,m
42.0,E2,9,m
42.25,E5 E2,9,m
42.5,C5 E2,9,m
42.75,A4 E2,9,m
43.0,E4 E2,9,m
43.25,C4 E4 E2,9,m
43.375,C4 E4,9,m
43.5,B3 D4 E2,9,m
43.75,A3 C4 E2,9,m
43.875,A3 C4,9,m
44.0,G#3 B3 E2,9,m
44.5,E2 G#3 B3,9,m
45.0,E2 G#3 B3,9,m
45.5,E2,9,m
45.75,G#3 B3 E2,9,m
46.0,A3 C4 E2,9,m
46.5,E2 A3 C4,9,m
46.625,E2,9,m
46.75,B-3 C#4 E2,9,m
47.0,B3 D4 E2,9,m
47.5,E2 B3 D4,9,m
47.625,E2,9,m
47.75,A3 E-4 E2,9,m
48.0,G#3 E4 E2,9,m
48.5,E2 G#3 E4,9,m
49.0,E2 G#3 E4,9,m
49.5,E2,9,m
49.75,B2 B3 E2,9,m
50.0,A3 C3 E2,9,m
50.5,E2 A3 C3,?,?
50.625,E2,?,?
50.75,C#3 B-3 E2,?,?
51.0,D3 B3 E2,?,?
51.5,E2 D3 B3,4,M
51.625,E2,4,M
51.75,E-3 A3 E2,4,M
52.0,E3 G#3 E2,4,M
52.5,E2 E3 G#3,4,M
53.0,E2 E3 G#3,4,M
53.5,E2,4,M
53.75,A3 C4 E-4 E2,4,M
53.875,G#3 B3 E4 A3 C4 E-4,4,M
54.0,G#3 B3 E4,4,M
54.5,E2 G#3 B3 E4,4,M
55.0,E2,4,M
55.5,E2,4,M
55.75,A3 C4 E-4 E2,4,M
55.875,A3 C4 E-4,4,M
56.0,G#3 B3 E4,4,M
56.5,E2 G#3 B3 E4,4,M
56.625,E2,4,M
56.75,A3 C4 E-4 E2,4,M
56.875,A3 C4 E-4,4,M
57.0,G#3 B3 E4,4,M
57.5,E2 G#3 B3 E4,4,M
57.625,E2,4,M
57.75,A3 C4 E-4 E2,4,M
57.875,A3 C4 E-4,4,M
58.0,G#3 B3 E4 E2,4,M
61.5,B3 D4 F4,2,M
62.0,B-3 C#4 F#4,2,M
62.5,B-3 C#4 F#4,2,M
63.5,A3 C4 E-4,2,M
64.0,G#3 B3 E4,2,M
64.5,G#3 B3 E4,2,M
65.5,G3 A3 C#4,2,M
66.0,F#3 A3 D4,2,M
67.5,E3 A3 C#4,2,M
68.0,D3 A3 B3,2,M
68.5,D3 A3 B3,2,M
69.5,E3 A3 C#4,2,M
70.0,F#3 A3 D4,2,M
71.5,E3 A3 C#4,2,M
72.0,D3 A3 B3,2,M
72.5,D3 A3 B3,2,M
73.5,E3 A3 C#4,2,M
74.0,F3,2,M
74.5,A3 D4,2,M
75.0,E3,2,M
75.5,A3 C#4,2,M
76.0,D3,2,M
76.5,A3 F4,9,M
77.0,C#3,9,M
77.5,A3 E4,9,M
78.0,G#2,9,M
78.5,B3 D4,9,M
79.0,A2,9,M
79.5,A3 C#4,9,M
80.0,D3,9,M
80.5,G#3 B3,9,M
81.0,C#3,9,M
81.5,A3,9,M
82.0,D3 F#3,9,M
82.375,C#4 D3 F#3,9,M
82.5,B3 D3 F#3,9,M
82.75,B-3,9,M
83.0,B3,9,M
83.25,C#4,9,M
83.5,D4,9,M
83.75,E4,9,M
84.0,F#4,9,M
84.25,F4,9,M
84.5,G#4,9,M
84.75,F#4,9,M
85.0,E4,9,M
85.25,D4,9,M
85.5,C#4,9,M
85.75,B3,9,M
86.0,F#4 C#3,9,M
86.25,E4 C#3,9,M
86.5,E-4 C#3,9,M
86.75,E4 C#3,9,M
87.0,A4 D3,9,M
87.25,F#4 D3,9,M
87.5,D4 D3,9,M
87.75,B3 D3,9,M
88.0,E2,9,M
88.5,C#3 A3 E2,9,M
88.75,C#3 A3,9,M
89.0,E2,9,M
89.5,B2 G#3 E2,9,M
89.75,B2 G#3,9,M
90.0,A3 C#4 A4 A2,9,M
90.5,A2 A3 C#4 A4,9,M
90.75,G#2 A3 C#4 A4,9,M
91.0,A2,9,M
91.25,G#2,9,M
91.5,A2,9,M
91.75,G#2,9,M
92.0,A2,9,M
92.5,F#3 A3 D4 A2,9,M
93.0,C#4 A2 E3,9,M
93.5,A2 D3 B3,9,M
94.0,C#3 A3 A2,9,M
94.5,A2 C#3 A3,9,M
94.75,G#2 C#3 A3,9,M
95.0,A2,9,M
95.25,G#2,9,M
95.5,A2,9,M
95.75,G#2,9,M
96.0,A2,9,M
96.5,D4 F#4 A2,?,?
97.0,C#4 E4 A2,?,?
97.5,B3 D4 A2,?,?
98.0,A3 C#4 A2,?,?
98.5,A2 A3 C#4,?,?
98.75,G#2 A3 C#4,?,?
99.0,A2,?,?
99.25,G#2,?,?
99.5,A2,?,?
99.75,G#2,?,?
100.0,A2,?,?
100.5,F#3 D4 A2,9,M
101.0,C#4 A2 E3,9,M
101.5,A2 D3 B3,9,M
102.0,A2 C#3 A3,9,M
102.5,D4 F#4 A2,9,M
103.0,C#4 E4 A2,9,M
103.5,B3 D4 A2,9,M
