0,F#3 A3 C#4 F#1 F#2,"[0, 3, 7]_0",0.8723866541503533
1,F#3 A3 C#4 F#1 F#2,"[0, 3, 7]_0",0.9063326896857037
2.5,F#3 A3 C#4 F#1 F#2,"[0, 3, 7]_0",0.9448141471589171
3,F#3 A3 C#4 F#1 F#2,"[0, 3, 7]_0",0.9448141471589171
3.5,C#4,[7]_7,0.9485439005454248
4,F#3 A3 F#1 F#2,"[0, 3]_0",0.9485439005454248
4.5,A3,[3]_3,0.9485439005454248
5,F#3,[0]_0,0.9485439005454248
5.5,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.9485439005454248
6,G#3 B3 C#4 F3 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9485439005454248
6.5,F3,[11]_11,0.9485439005454248
7,G#3 B3 C#4 F3 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9485439005454248
7.5,F3,[11]_11,0.9485439005454248
8,F3,[11]_11,0.9485439005454248
8.5,G#3 B3 C#4 F3 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9485439005454248
9,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.9485439005454248
9.5,G#3,[2]_2,0.9485439005454248
10,C#4 A3 F#1 F#2,"[0, 3, 7]_0",0.9485439005454248
10.5,B3,[5]_5,0.9485439005454248
11,C#4,[7]_7,0.9485439005454248
11.5,D4 F#2 F#3,"[8, 0]_0",0.9485439005454248
12,G#3 B3 D4 E2 E3,"[2, 5, 8, 10]_10",0.9485439005454248
12.5,G#3 B3 D4,"[2, 5, 8]_2",0.9007803013563196
13,G#3 E2 E3,"[10, 2]_10",0.9007803013563196
13.5,G#3,[11]_11,0.8339664248556827
14.5,B3 D4 G#3 E2 E3,"[11, 2, 5, 7]_7",0.8339664248556827
15,E3 G3 A3 C#4 A1 A2,"[4, 7, 10, 0]_0",0.8339664248556827
15.5,C#4,[4]_4,0.8339664248556827
16,E3 G3 A3 C#4 A1 A2,"[4, 7, 10, 0]_0",0.8339664248556827
16.5,C#4,[4]_4,0.8339664248556827
17,C#4,[4]_4,0.8339664248556827
17.5,E3 G3 A3 C#4 A1 A2,"[4, 7, 10, 0]_0",0.8339664248556827
18,F#3 A3 C#4 D2 D3,"[4, 5, 9, 0]_5",0.8339664248556827
18.5,C#4,[4]_4,0.8339664248556827
19,F#3 A3 B3 D2 D3,"[9, 0, 2, 5]_5",0.8339664248556827
19.5,A3,[3]_3,0.8393210872754419
20,G#3,[2]_2,0.8393210872754419
20.5,F#3,[0]_0,0.8393210872754419
21,A3,[3]_3,0.8393210872754419
22,D4 F#4 A3 B1 B2,"[0, 3, 5, 8]_5",0.8641332057254912
22.5,A3,[3]_3,0.8998016278682421
23,B3 C#4 F4 G#3 C#2 C#3,"[11, 2, 5, 7]_7",0.8998016278682421
23.5,G#3,[2]_2,0.8998016278682421
24,A3 C#4 F#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.8998016278682421
24.5,F#3,[0]_0,0.8998016278682421
25,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.8998016278682421
25.5,F#3,[0]_0,0.9209047992800278
26.5,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.9376017092943261
27,C#4 A3 F#3 F#1 F#2,"[0, 3, 7]_0",0.9376017092943261
27.5,C#4 F#3,"[7, 0]_0",0.9584168826933013
28,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.9584168826933013
28.5,A3 F#3,"[0, 3]_0",0.9584168826933013
29,F#3,[0]_0,0.9584168826933013
29.5,A3 C#4 F#3 F#1 F#2,"[0, 3, 7]_0",0.9584168826933013
30,F3 G#3 B3 C#4 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9584168826933013
30.5,F3,[11]_11,0.9584168826933013
31,F3 G#3 B3 C#4 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9584168826933013
31.5,F3,[11]_11,0.9584168826933013
32,F3,[11]_11,0.9584168826933013
32.5,F3 G#3 B3 C#4 F#1 F#2,"[11, 0, 2, 5, 7]_0",0.9584168826933013
33,F#3 A3 C#4 F#1 F#2,"[0, 3, 7]_0",0.9584168826933013
33.5,G#3,[2]_2,0.9584168826933013
34,A3 C#4 F#4 F#1 F#2,"[0, 3, 7]_0",0.9584168826933013
34.5,B3,[5]_5,0.9584168826933013
35,C#4,[7]_7,0.9584168826933013
35.5,A3 D4 F#4 F#2 F#3,"[8, 0, 3]_0",0.9584168826933013
36,D4 B3 E4 G#4 E2 E3,"[2, 5, 8, 10]_10",0.9584168826933013
36.5,D4,[8]_8,0.9249984774281682
37,G#3 B3 E4 G#4 D4 E2 E3,"[2, 5, 8, 10]_10",0.9249984774281682
37.5,G#3 D4,"[2, 8]_2",0.8029886795887233
38.5,G#3 D4 E2 E3,"[8, 10, 2]_10",0.8503754030976284
39,E4 G4 C#4 A1 A2,"[7, 10, 1, 3]_3",0.8503754030976284
39.5,C#4,[7]_7,0.9122417092854056
40,C#4 E4 G4 A3 A1 A2,"[7, 10, 1, 3]_3",0.9122417092854056
40.5,C#4 A3,"[3, 7]_3",0.9423942037203638
41,C#4 G3,"[1, 7]_1",0.9423942037203638
41.5,C#4 A3 E4 G3 A1 A2,"[7, 10, 1, 3]_3",0.9423942037203638
42,C#4 A3 F#4 F#3 D2 D3,"[7, 8, 0, 3]_8",0.9423942037203638
42.5,C#4 F#3,"[7, 0]_0",0.942568234004768
43,B3 F#4 F#3 D2 D3,"[5, 8, 0]_8",0.942568234004768
43.5,A3 F#3,"[0, 3]_0",0.942568234004768
44,G#3,[2]_2,0.942568234004768
44.5,F#3,[0]_0,0.942568234004768
45,F#3,[0]_0,0.942568234004768
46,F3 G#3 C#4 C#3,"[7, 11, 2]_7",0.942568234004768
46.5,F3,[11]_11,0.9585126832483363
47,G#3 C#4 F4 B2,"[11, 2, 5, 7]_5",0.9585126832483363
48,C#3 C#4 F#4 A2 F#3,"[0, 3, 7]_3",0.9585126832483363
48.5,C#3,[7]_7,0.9585126832483363
49,F#3 C#4 F#4 A2,"[0, 3, 7]_3",0.9585126832483363
49.5,F#3,[0]_0,0.9585126832483363
50.5,A3 C#4 F#4 F#2 F#3,"[0, 3, 7]_0",0.9585126832483363
51,C#4 F4 G#3 C#2 C#3,"[7, 11, 2]_7",0.9585126832483363
51.5,G#3,[2]_2,0.9585126832483363
52,G#3 F4 C#4 C#2 C#3,"[7, 11, 2]_7",0.9585126832483363
52.5,G#3 C#4,"[2, 7]_2",0.9585126832483363
53,B3,[5]_5,0.9585126832483363
53.5,C#4 F4 B3 C#2 C#3,"[5, 7, 11]_7",0.9585126832483363
54,F#3 C#4 F#4 A3 F#2,"[0, 3, 7]_0",0.9585126832483363
54.5,F#3 A3,"[0, 3]_0",0.9585126832483363
55,A3 C#4 F#4 F#2,"[0, 3, 7]_0",0.9585126832483363
55.5,A3,[3]_3,0.9217180338479576
56,A3,[3]_3,0.9217180338479576
56.5,A3 C#4 F#4 F#2 F#3,"[0, 3, 7]_0",0.9091592664854955
57,C4 G#4 E-4 F#2 F#3,"[6, 9, 0, 2]_0",0.9091592664854955
57.5,C4 E-4,"[6, 9]_6",0.8373997169373489
58,C4 E-4 G#4 G#3 F#2 F#3,"[6, 9, 0, 2]_0",0.8373997169373489
58.5,C4 G#3,"[7, 11]_7",0.7081134619133085
59,C4 F#3,"[5, 11]_5",0.7081134619133085
59.5,C4 E-4 G#4 F#3 G#3,"[11, 2, 5, 7]_5",0.7081134619133085
60,C#4 G#4 G#3 E3,"[0, 3, 7]_3",0.7081134619133085
60.5,C#4 B3 E3,"[10, 0, 3]_3",0.7081134619133085
61,C#4 C#5 F#4 A3 F#3,"[5, 8, 0]_5",0.7081134619133085
61.5,C#4 E4 C#5 G#3 F#3,"[4, 7, 9, 11]_9",0.8792690953867087
62,B3 B4 E-4 F#3 B2,"[2, 6, 9]_2",0.8792690953867087
62.5,A3 A4 E-4 F#3 B2,"[6, 9, 0, 2]_2",0.9496123146030453
63,A3 A4 E-4 F#3 E3,"[6, 7, 9, 0]_7",0.9496123146030453
63.5,A3 B3 A4 F#3 E3,"[7, 9, 0, 2]_7",0.9496123146030453
64,G#3 G#4 E4 E3,"[7, 11]_7",0.9496123146030453
64.5,G#3 G#4 D4 B3 E3,"[11, 2, 5, 7]_7",0.9496123146030453
65,A4 C#4 A3 F3,"[0, 4, 8]_8",0.9496123146030453
65.5,B3 B4 C#4 G#3 F3,"[8, 11, 2, 4]_8",0.9496123146030453
66,B3 B4 C#4 G#3 F#3,"[9, 11, 2, 4]_9",0.9496123146030453
66.5,B3 F4 B4 C#4 F#3,"[2, 4, 8, 9]_9",0.9496123146030453
67,A3 A4 F#4 D4 F#3,"[5, 9, 0]_9",0.9496123146030453
67.5,C#5 A4 A3 F#3,"[9, 0, 4]_9",0.9496123146030453
68,D4 D5 B4 B3 G#3,"[11, 2, 5]_11",0.9496123146030453
68.5,D4 G#4 D5 E4 E3,"[5, 7, 11]_7",0.9496123146030453
69,D4 E4 D5 A3,"[5, 7, 0]_0",0.9496123146030453
69.5,D4 G#4 D5 E4 A3,"[5, 7, 11, 0]_0",0.9496123146030453
70,C#4 E4 A4 C#5 A3,"[0, 4, 7]_0",0.9496123146030453
70.5,C#4 A4 C#5 E4 A3,"[0, 4, 7]_0",0.9496123146030453
71,A3,[0]_0,0.9496123146030453
71.5,F#3,[9]_9,0.9365767654947749
72,E3 C#3,"[4, 7]_4",0.9365767654947749
73,E3 A2,"[7, 0]_0",0.9235266450670704
74,E-3 C4 E-4 G#3 F#2,"[11, 2, 5, 7]_5",0.8953045276412667
75,C#4 G#4 G#3 E2,"[0, 3, 7]_3",0.8953045276412667
75.5,E4 G#3 E2,"[3, 7]_3",0.8953045276412667
76,G#4 G#3 E2,"[3, 7]_3",0.8953045276412667
76.5,E4 C#4,"[0, 3]_0",0.8953045276412667
77,E-4 B3,"[10, 2]_10",0.8953045276412667
77.5,C#4 A3,"[8, 0]_8",0.8953045276412667
78,C4 G#3,"[7, 11]_7",0.8953045276412667
78.5,E-4 F#3,"[2, 5]_5",0.8953045276412667
79,C#4 E3,"[0, 3]_3",0.8953045276412667
79.5,A3 C#4,"[8, 0]_8",0.8953045276412667
80,G#3 B3,"[7, 10]_7",0.8953045276412667
80.5,F#3 A3,"[5, 8]_5",0.8953045276412667
81,F3 G#3,"[4, 7]_4",0.8953045276412667
81.5,F3 B3,"[4, 10]_4",0.8918760093461895
82,F#3 A3,"[5, 8]_5",0.8918760093461895
82.5,C#4 A3,"[8, 0]_8",0.9106616437361623
83,B3 G#3,"[7, 10]_7",0.9106616437361623
83.5,A3 F#3,"[5, 8]_5",0.9106616437361623
84,G#3 C#4 E3 G#2,"[0, 3, 7]_7",0.9106616437361623
84.5,G#3,[7]_7,0.9106616437361623
85,G#3 C#4 E3 G#2,"[0, 3, 7]_7",0.9106616437361623
85.5,G#3,[7]_7,0.9106616437361623
86,G#3 F#3 C4 G#2,"[5, 7, 11]_7",0.9106616437361623
86.5,G#3,[7]_7,0.9273095931078363
87,C#3 G#4 E3 G#3 C#4,"[0, 3, 7]_0",0.9273095931078363
87.5,C#3 G#4,"[7, 0]_0",0.9273095931078363
