4,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5,?,?
4.125,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5 B1,?,?
4.25,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5 B1,?,?
4.333333333,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5 B1,?,?
4.375,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5 B1,?,?
4.458333333,F5 F4 G#3 B3 B2 D3 D4 D6 D5 B4 G#5 B1,?,?
4.5,F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D6 D5 B1,?,?
4.625,F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D6 D5 B1,?,?
4.75,D6 F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D5 B1,?,?
4.875,D6 F5 G#5 F4 B4 G#3 B3 B2 D3 D4 B1,?,?
5,D6 F5 F4 G#3 B3 B2 D3 D4 D5 B4 G#5 B1,?,?
5.125,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.25,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.333333333,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.375,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.458333333,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.5,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.625,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
5.75,F5 F4 G#3 B3 B2 D4 D5 D6 B4 G#5 B1,?,?
5.875,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5,?,?
6,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.125,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.25,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.333333333,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.375,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.458333333,F5 F4 G#3 B3 B2 D4 D5 D6 B4 G#5 B1,?,?
6.5,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
6.625,F5 F4 G#3 B3 B2 D4 D5 D6 B4 G#5 B1,?,?
6.666666667,D3 F5 G#5 F4 B4 G#3 B3 B2 D4 D5 D6 B1,?,?
6.75,F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D5 D6 B1,?,?
6.791666667,D6 F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D5 B1,?,?
6.875,D6 F5 G#5 F4 B4 G#3 B3 B2 D3 D4 B1,?,?
7,D6 F5 G#5 F4 B4 G#3 B3 B2 D3 D4 D5 B1,?,?
7.125,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.25,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.333333333,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.375,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.5,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.625,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.75,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
7.875,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
8,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,?,?
8.125,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,2,M
8.25,F5 F4 G#3 B3 B2 D3 D4 D5 D6 B4 G#5 B1,2,M
8.375,D6 F5 F4 B4 G#3 B3 B2 D4 D5 G#5 B1,2,M
8.875,D6 F4 B3 B4 G#3 B2 D4 B1,2,M
9.125,D6 G#3 F4 B3 B2 B1,2,M
9.25,D6 G#3 B3 B2 B1,2,M
9.375,D6 B1,2,M
11.875,C#2,2,M
12,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
12.125,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
12.25,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A3 A5 G5 A4 C#2,2,M
12.33333333,A2 E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A3 A5 G5 A4 C#2,2,M
12.375,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
12.45833333,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
12.5,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
12.625,E6 G6 E5 G5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 A4 C#2,2,M
12.66666667,E6 G6 E5 G5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 A4 C#2,2,M
12.75,E6 G6 E5 G5 E4 C#4 C#5 G3 C#3 E3 A2 A3 C#2,2,M
12.875,E6 G6 E5 G5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 A4 C#2,2,M
13,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.125,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.25,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.33333333,A2 E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A3 A5 G5 A4 C#2,2,M
13.375,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.45833333,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.5,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.625,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
13.75,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4,2,M
13.875,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4,2,M
14,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,M
14.125,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,m
14.25,E6 G6 E5 E4 C#4 C#5 G3 C#3 E3 A2 A3 A5 G5 A4 C#2,2,m
